site,provider,product_title,product_url,author,rating,title,body,date,image_urls,downloaded_images
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Lynn,1,,"Not silver, very poor quality. Coating is already coming off and I have only worn it 4 times. To say I am disappointed is putting it mildly. If it seems to good to be true, don't buy.",2024-03-15,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Tamara,1,,The worst,2024-03-14,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Christopher,1,,Really disappointed with the poor quality and long delivery time ☹️,2024-03-13,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Mike,1,,"This item took over a month to arrive. The first item was never delivered to my address. When the item was delivered, it was not silver or Nordic. It was cheap alloy from China. Do not buy anything from this company. They are scammers.",2024-03-12,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,David,5,,Love this fits great,2024-03-05,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Robert,5,,The workmanship was really good very pleased with items,2024-03-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Iain,1,,It's Not 925 silver.! Cheap piece of tat..!! Just some thin and tacky looking bright silver coloured plated metal. Could probably buy better off a market stall for a fiver. Do not buy. A Rip off for the price.,2024-03-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Steven,5,,Love it,2024-02-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Mike,5,,"Great bracelet, goes well with my other ones, always wear it",2024-02-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,David,1,,It broke the day I received it. Complete garbage.,2024-02-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Capt,1,,Not at all as described in the ad very disappointed,2024-02-28,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Joseph,5,,It is very nice. A bit more shinny than I expected.,2024-02-28,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Mike,5,,"Beautiful bracelet, never take it off, VALHALLA!!!",2024-02-28,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Lauren,1,,I received a fake not solid silver as advertised,2024-02-27,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Jean,5,,Very very Nice ♥️,2024-02-24,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Johanna,1,,Terrible quality too shiny and light to be silver and very small nothing like photos going to be returning,2024-02-23,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Carl,2,,Unsure if actually silver and poorer quality in real life than the image presented in the listing . Delivery to UK took some three weeks Buyer beware,2024-02-14,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Shau,2,,Not happy with quality not like picture,2024-02-14,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Joanne,5,,Love it!,2024-02-13,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Sue,3,,Not important,2024-02-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Sue,4,,Comfortable to wear attractive not sure if it’s silver though,2024-02-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Damaso,5,,Cute style and great page quality,2024-01-25,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
